city,name,review_count,rating,category,longitude,latitude
Paris,Coule Verte Ren-Dumont,4594,4.5,Park,2.3714375,48.8494375
Paris,Palais de Tokyo,8923,4.4,Art center,2.2966875,48.8645625
Paris,Catacombs of Paris,7338,4,Historical place,2.3324375,48.8338125
Paris,Domaine National du Palais-Royal,16862,4.6,Cultural landmark,2.3371875,48.8638125
Paris,Muse d'Orsay,67570,4.7,Art museum,2.3265625,48.8599375
Paris,Place de la Concorde,52271,4.5,Plaza,2.3211875,48.8656875
Paris,Parc des Buttes-Chaumont,23129,4.6,Park,2.3828125,48.8809375
Paris,Palais Garnier,32137,4.7,Opera house,2.3315625,48.8719375
Paris,Petit Palais,11582,4.6,Art museum,2.3145625,48.8660625
Paris,Place du Tertre,12065,4.4,Plaza,2.3408125,48.8865625
Paris,La Villette,55303,4.4,Park,2.3903125,48.8938125
Paris,Wall of Love,11203,4.3,Tourist attraction,2.3385625,48.8848125
Paris,Champ de Mars,166646,4.6,Park,2.2986875,48.8556875
Paris,Rodin Museum,13283,4.6,Sculpture museum,2.3158125,48.8553125
Paris,Grvin Museum,20596,4.4,Museum,2.3421875,48.8718125
Paris,Muse National Picasso-Paris,9528,4.4,Museum,2.3623125,48.8599375
Paris,Montparnasse Tower,6031,4.5,Landmark,2.3219375,48.8421875
Paris,Place de la Bastille,19838,4.2,Plaza,2.3691875,48.8531875
Paris,Moulin Rouge,8697,4.3,Dinner theater,2.3323125,48.8840625
Paris,Square de lle-de-France,288,4.5,City park,2.3523125,48.8519375
Paris,Palais-Royal Garden,5297,4.7,Garden,2.3378125,48.8649375
Paris,Pont Neuf,17145,4.6,Bridge,2.3413125,48.8570625
Paris,Muse du quai Branly - Jacques Chirac,13224,4.6,Museum,2.2979375,48.8609375
Paris,Carousel of the Eiffel Tower,1116,4.3,Amusement park ride,2.2926875,48.8589375
Paris,Palais de Chaillot,5088,4.6,Historical landmark,2.2880625,48.8623125
Paris,Luxembourg Palace,3404,4.7,Government office,2.3373125,48.8483125
Paris,Trocadro Gardens,113754,4.6,Park,2.2893125,48.8615625
Paris,Parc Montsouris,14205,4.6,City park,2.3381875,48.8230625
Paris,Saint-Jacques Tower,3331,4.5,Historical place,2.3489375,48.8580625
Paris,Les Invalides,29349,4.6,Historical landmark,2.3126875,48.8565625
Paris,The Pavillons of Bercy - Museum of Fairground Arts,4351,4.7,Art museum,2.3889375,48.8328125
Paris,Cathdrale Notre-Dame de Paris,44993,4.7,Cathedral,2.3499375,48.8529375
Paris,City of Science and Industry,4036,3.9,Science museum,2.3879375,48.8955625
Paris,Esplanade des Invalides,4953,4.5,Park,2.3125625,48.8591875
Paris,Parc Monceau,16819,4.5,Park,2.3089375,48.8796875
Paris,FlyView Paris,2830,4.2,Tourist attraction,2.3333125,48.8703125
Paris,Trocadro Square,6652,4.6,Historical landmark,2.2873125,48.8628125
Paris,Paris Zoological Park,13518,4.2,Zoo,2.4144375,48.8334375
Paris,Square du Vert-Galant,1068,4.5,City park,2.3401875,48.8574375
Paris,Muse de Montmartre,2682,4.5,Art museum,2.3406875,48.8876875
Paris,Paris Museum of Modern Art,4487,4.4,Modern art museum,2.2978125,48.8643125
Paris,Deportation Martyrs Memorial,439,4.5,Memorial,2.3519375,48.8518125
Paris,Cour Damoye,53,4.7,Tourist attraction,2.3704375,48.8543125
Paris,lyse Palace,1584,3.5,Government office,2.3164375,48.8698125
Paris,Muse de l'Orangerie,12398,4.6,Art museum,2.3226875,48.8638125
Paris,Pont au Change,834,4.6,Bridge,2.3468125,48.8565625
Paris,March des Enfants Rouges,1434,4.5,Market,2.3619375,48.8630625
Paris,Colonne de Juillet,3697,4.3,Monument,2.3691875,48.8531875
Paris,Grande Arche de la Defense,7329,4.4,Monument,2.2360625,48.8925625
Paris,Parc de Belleville,4853,4.2,City park,2.3846875,48.8710625
Paris,Vincennes Woods,35103,4.4,Park,2.4330625,48.8283125
Paris,La Mnagerie le zoo du Jardin des Plantes,9060,4.2,Zoo,2.3596875,48.8439375
Paris,Paris Montparnasse  Top of the city,22068,4.5,Observation deck,2.3219375,48.8421875
Paris,Pont Alexandre III,26893,4.7,Bridge,2.3135625,48.8639375
Paris,Grand Rocher du Parc Zoologique de Paris,20,4.7,Tourist attraction,2.4195625,48.8336875
Paris,Center Georges Pompidou,171,4.7,National library,2.3531875,48.8610625
Paris,Square du Temple - Elie Wiesel,2838,4.3,City park,2.3606875,48.8644375
Paris,Square des Batignolles,3227,4.5,City park,2.3164375,48.8874375
Paris,Shakespeare and Company,16014,4.6,Book store,2.3471875,48.8525625
Paris,Grand Palais,21503,4.5,Museum,2.3124375,48.8660625
Paris,Parc Floral de Paris,11677,4.5,Park,2.4443125,48.8376875
Paris,Aquarium de Paris,11209,3.9,Aquarium,2.2909375,48.8621875
Paris,Maison des hobbits,,,Tourist attraction,2.3618125,48.8469375
Paris,Muse Marmottan Monet,5253,4.6,Art museum,2.2671875,48.8593125
Paris,Square Marcel Bleustein Blanchet,572,4.5,City park,2.3436875,48.8878125
Paris,The Army Museum,19567,4.6,Museum,2.3125625,48.8558125
Paris,Place de la Nation,6665,4.2,Plaza,2.3959375,48.8484375
Paris,Muse Nissim de Camondo,1220,4.7,Museum,2.3128125,48.8789375
Paris,Mmorial de la Shoah,2871,4.6,Memorial,2.3561875,48.8549375
Paris,Parc de Bercy,26052,4,Park,2.38125,48.83625
Paris,Jardin des Champs-lyses,1701,4.5,Garden,2.3173125,48.8673125
Paris,Square of Saint-Jacques Tower,3732,4.4,City park,2.3491875,48.8576875
Paris,Martin Luther King Park,5211,4.4,City park,2.3151875,48.8906875
Paris,Le Bassin de la Villette,1281,4.2,Tourist attraction,2.3748125,48.8860625
Paris,Paris At Home,1,4,Tourist attraction,2.3056875,48.8570625
Paris,Outdoor Sculpture Museum,37,3.8,Open air museum,2.3604375,48.8475625
Paris,Dal Paris,2099,4.4,Museum,2.3399375,48.8864375
Paris,Space Invader,12,4.2,Tourist attraction,2.3500625,48.8600625
Paris,Halle Saint-Pierre,1178,4.5,Art center,2.3444375,48.8846875
Paris,Anne-Frank Garden,888,4.4,Garden,2.3550625,48.8615625
Paris,Parc Andr Citron,8232,4.3,City park,2.2746875,48.8410625
Paris,Passage des soupirs,,,Tourist attraction,2.3968125,48.8691875
Paris,Paris TUKTUK,31,4.1,Tourist attraction,2.3139375,48.8666875
Paris,Walking Tour: The Marais Paris Self-Guided walking tour by FreeGuidescom,,,Tourist attraction,2.3616875,48.8534375
Paris,Le march couvert Beauvau,810,4.4,Market,2.3779375,48.8491875
Paris,France Miniature,5671,4.4,Theme park,1.9631875,48.7765625
Paris,Parc Bagatelle - la Roseraie,3895,4.5,Garden,2.2459375,48.8703125
Paris,Flame of Liberty,1158,4.4,Monument,2.3009375,48.8641875
Paris,Muse des Arts Dcoratifs,5572,4.5,Art museum,2.3335625,48.8631875
Paris,Paris rabaki,,,Tourist attraction,2.3480625,48.8573125
Paris,Maison de Victor Hugo,2188,4.4,Heritage museum,2.3661875,48.8548125
Paris,L'glise de la Madeleine,8249,4.5,Catholic church,2.3245625,48.8700625
Paris,Muse national des arts asiatiques Guimet,5019,4.6,Art museum,2.2936875,48.8650625
Paris,La force prison,,,Tourist attraction,2.3610625,48.8555625
Paris,Electric bike tour,,,Tourist attraction,2.3313125,48.8689375
Paris,Deyaa Paris,1,5,Tourist attraction,2.3476875,48.8564375
Paris,Muse des Arts et Mtiers,6069,4.6,Museum,2.3554375,48.8666875
Paris,VirtualTime Paris Chtelet-Montorgueil,404,4.6,Escape room center,2.3449375,48.8670625
Paris,Paris Cocktail Hour,,,Tourist attraction,2.3455625,48.8600625
Paris,Jardin du Ranelagh,2087,4.3,Park,2.26875,48.85875
Paris,Rue Mouffetard Market,1377,4.4,Market,2.3498125,48.8404375
Paris,The Paris Pass,899,3.8,Sightseeing tour agency,2.3343125,48.8653125
Paris,Choco-Story Paris - Muse du Chocolat,2915,4.3,Museum,2.3500625,48.8705625
Paris,Aquarium Tropical,1963,4.4,Aquarium,2.4090625,48.8351875
Paris,Cdric's Paris,24,4.7,Tourist attraction,2.3990625,48.8635625
Paris,Tunnel des Tuileries [rserv aux pitons et aux cyclistes],10,4.6,Tourist attraction,2.3401875,48.8586875
Paris,Chapel of Our Lady of the Miraculous Medal,4859,4.8,Chapel,2.3229375,48.8508125
Paris,Street Art Tours by Underground Paris,20,4.1,Tourist attraction,2.3549375,48.8741875
Paris,Rosiers Joseph Migneret Garden,737,4.5,Park,2.3601875,48.8573125
Paris,Jardins des Passagers,48,4.6,Garden,2.3881875,48.8911875
Paris,Square Montholon,1705,3.9,City park,2.3465625,48.8769375
Paris,Clock Tower,195,4.5,Monument,2.34625,48.85625
Paris,Maison de Balzac,877,4.1,Museum,2.2809375,48.8554375
Paris,National Archives Museum - Htel de Soubise,1588,4.4,Museum,2.3573125,48.8599375
Paris,Vue splendide sur Paris,1,5,Tourist attraction,2.3559375,48.8355625
Paris,Paris Philharmonic,3511,4.7,Concert hall,2.3943125,48.8913125
Paris,Vive la rsistance Ukrainienne!,,,Tourist attraction,2.3500625,48.8603125
Paris,The Dark Dreams Paris,620,4.7,Tourist attraction,2.4236875,48.8590625
Paris,opera de paris,,,Tourist attraction,2.3451875,48.8720625
Paris,March de Nol Paris Notre Dame,,,Tourist attraction,2.3478125,48.8523125
Paris,Saint-tienne-du-Mont,2049,4.7,Catholic church,2.3480625,48.8465625
Paris,Staircase To Paris Highline,27,4.7,Park,2.3725625,48.8488125
Dubai,The Dubai Fountain,77767,4.8,Tourist attraction,55.2751875,25.1951875
Dubai,The Dubai Frame,39284,4.6,Tourist attraction,55.3003125,25.2355625
Dubai,Motiongate Dubai,17367,4.6,Theme park,55.0070625,24.9230625
Dubai,Dubai Aquarium & Underwater Zoo,47706,4.5,Aquarium,55.2785625,25.1975625
Dubai,BollywoodParks Dubai,10006,4.4,Theme park,55.0060625,24.9239375
Dubai,Burj Khalifa,112037,4.7,Landmark,55.2744375,25.1971875
Dubai,IMG Worlds of Adventure,24149,4.4,Theme park,55.3180625,25.0821875
Dubai,Ski Dubai,25481,4.5,Ski resort,55.1983125,25.1171875
Dubai,The Green Planet,4404,4.4,Tourist attraction,55.2606875,25.2065625
Dubai,Dubai Dolphinarium,11462,4.4,Aquarium,55.3268125,25.2346875
Dubai,Dubai Butterfly Garden,6773,4.4,Tourist attraction,55.2465625,25.0616875
Dubai,Wild Wadi Waterpark Dubai,13233,4.4,Water park,55.1888125,25.1394375
Dubai,La Mer,19719,4.6,Tourist attraction,55.2589375,25.2284375
Dubai,Al Fahidi Historical,8359,4.5,Historical landmark,55.3004375,25.2638125
Dubai,Dubai Parks and Resorts,5461,4.5,Theme park,55.0060625,24.9239375
Dubai,Children's City,1287,4.3,Attraction,55.3281875,25.2359375
Dubai,Dubai Garden Glow,12265,4.2,Park,55.2965625,25.2275625
Dubai,Aquaventure Waterpark,19018,4.5,Water park,55.1200625,25.1335625
Dubai,Dubai Gold Souk,2618,4.3,Gold dealer,55.2974375,25.2685625
Dubai,Dubai Water Canal Walk,194,4.6,Park,,
Dubai,Dubai Safari Park,2204,4.4,Zoo,,
Dubai,The Lost Chambers Aquarium,8370,4.5,Aquarium,55.1183125,25.1318125
Dubai,LEGOLAND Dubai,15371,4.4,,55.0076875,24.9219375
Dubai,Jumeirah Mosque,4494,4.6,Mosque,55.2654375,25.2338125
Dubai,House of Sheikh Saeed Al Maktoum,744,4.4,Museum,,
Dubai,Dubai Water Canal,1036,4.6,Bridge,,
Dubai,Zabeel Park,25778,4.5,Park,55.2969375,25.2356875
Dubai,The Palm Fountain,128,4.5,Tourist attraction,,
Dubai,Theatre of Digital Art,1077,4.6,Tourist attraction,55.1851875,25.1339375
Dubai,Dubai Marina Walk,15224,4.7,Tourist attraction,55.1489375,25.0849375
Dubai,Dubai Fountain Boardwalk,38,4.6,Tourist attraction,,
Dubai,Madame Tussauds Dubai,495,4.3,Theme park,55.1230625,25.0790625
Dubai,Dubai Opera,6410,4.7,Opera house,55.2719375,25.1955625
Dubai,Etihad Museum,1918,4.6,Museum,55.2698125,25.2413125
Dubai,Dubai Desert Conservation Reserve,385,4.6,National reserve,,
Dubai,Dubai Waterfall,395,4.6,Tourist attraction,55.2543125,25.1860625
Dubai,Madinat Jumeirah,8713,4.7,,55.1834375,25.1330625
Dubai,Bluewaters,2726,4.6,Tourist attraction,55.1221875,25.0799375
Dubai,Burj Park,165,4.4,Park,55.2735625,25.1968125
Dubai,Deira Clocktower,4204,4.4,Tourist attraction,55.3264375,25.2586875
Dubai,Heritage House - Dubai,46,4.1,Tourist attraction,,
Dubai,Dolphin Bay,699,4.4,Aquarium,55.1229375,25.1354375
Dubai,Al Seef,9132,4.6,Tourist attraction,55.3099375,25.2591875
Dubai,"""I Love Dubai"" Sign",104,4.7,Tourist attraction,,
Dubai,Al Qudra Lakes,384,4.5,Wildlife park,,
Dubai,Grand Bur Dubai Masjid,1190,4.7,Mosque,55.2966875,25.2641875
Dubai,OliOli - Dubai's First Experiential Play Museum,3530,4.7,Children's museum,55.2434375,25.1704375
Dubai,3D World Selfie Museum Dubai,290,4.7,Tourist attraction,55.2334375,25.1603125
Dubai,Dubai Creek Harbour,742,4.6,Tourist attraction,,
Dubai,Laguna Waterpark,1666,4.1,Water park,55.2579375,25.2288125
Dubai,Riverland Dubai,7212,4.5,Tourist attraction,55.0081875,24.9206875
Dubai,Dubai Safaris Tour,68,4.6,Tourist attraction,55.2858125,25.2575625
Dubai,Fountain,1,4,Tourist attraction,,
Dubai,Abra Dubai,73,4.5,Tourist attraction,55.3033125,25.2671875
Dubai,Alserkal Avenue,3741,4.5,Cultural landmark,55.2245625,25.1430625
Dubai,Safa Park,7711,4.3,Park,55.2466875,25.1851875
Dubai,Dubai Ice Rink,5722,4.5,Ice skating rink,55.2798125,25.1963125
Dubai,Dubai Super Trees,57,4.7,Tourist attraction,55.1241875,25.0780625
Dubai,Creek Park Bird Show,113,4.5,Recreation center,55.3269375,25.2348125
Dubai,Qudra Desert,399,4.5,Tourist attraction,,
Dubai,XPark Jr,502,4.3,Park,55.2095625,25.1639375
Dubai,Wall of Old Dubai,50,4.3,Historical landmark,55.2994375,25.2643125
Dubai,Dubai Water Canal Boardwalk,599,4.5,Park,55.2551875,25.1850625
Dubai,HAIDER TOURISM LLC DUBAI  ,67,4.3,Tourist attraction,55.2784375,25.2176875
Dubai,Ras al Khor Wildlife Sanctuary,1370,4.2,Wildlife park,,
Dubai,KidZania,2955,4.4,Children's amusement center,55.2800625,25.1950625
Dubai,Sky Walk,,,Tourist attraction,55.2700625,25.2006875
Dubai,Al Mamzar Beach Park,21732,4.5,Park,,
Dubai,Dubai Dhow,4,2,Tourist attraction,55.1514375,25.0820625
Dubai,Dubai Autodrome,7764,4.4,Car racing track,55.2374375,25.0520625
Dubai,Love Lake - Dubai,3150,4.5,Tourist attraction,,
Dubai,The Dubai Mall Heart,22,4.8,Tourist attraction,,
Dubai,Dubai Private Adventure,48,4.5,Tourist attraction,55.3218125,25.2659375
Dubai,Al Seef,5935,4.6,Tourist attraction,55.3063125,25.2634375
Dubai,The Dubai Mall,211612,4.7,Shopping mall,55.2795625,25.1988125
Dubai,Dubai Walk Travel,,,Tourist attraction,55.2489375,25.1754375
Dubai,TEPfactor Dubai,949,4.8,Indoor playground,55.1351875,25.0776875
Dubai,Splash Pad,151,4.1,Amusement park,55.1324375,25.0785625
Dubai,Dubai Trolley by Emaar - Dubai,11,4.5,Tourist attraction,55.2763125,25.1914375
Dubai,Dubai Desert Safari,,,Tourist attraction,55.2954375,25.2479375
Dubai,Sheikh Zayed Iconic picture,47,4.6,Tourist attraction,,
Dubai,Badshah Tours,,,Tourist attraction,55.2729375,25.1831875
Dubai,The Heart Of Europe - Dubai,61,4.2,Tourist attraction,55.1615625,25.2315625
Dubai,Bur Dubai Souk Market,8689,4.4,Market,55.2931875,25.2646875
Dubai,Evening Desert Safari Dubai Deals,,,Tourist attraction,55.2703125,25.1800625
Dubai,Diplodocus,10,4.7,Tourist attraction,,
Dubai,Downtown dubai,,,Tourist attraction,,
Dubai,Endurance city,361,4.6,Tourist attraction,,
Dubai,Maha Balloons Dubai,,,Tourist attraction,55.3250625,25.2636875
Dubai,Yalla Habibi Tour,,,Tourist attraction,55.2025625,25.0649375
Dubai,Al Fahidi underground parking entrance,22,4.7,Tourist attraction,55.3021875,25.2643125
Dubai,Dubai Frame,10,4.3,Tourist attraction,,
Dubai,Deira Creek,29,4.6,Tourist attraction,55.2953125,25.2650625
Dubai,Boating Point Dubai,61,4.4,Tourist attraction,,
Dubai,South beach lifestyle,64,5,Tourist attraction,55.1419375,25.0919375
Dubai,Asian Village Dubai Safari,242,4.4,Zoo,,
Dubai,IMAGINE show - Dubai Festival City Mall,47,4.3,Tourist attraction,,
Dubai,Swan Pedal Boat at the Dubai Fountain,,,Tourist attraction,,
Dubai,Gurudwara Guru Nanak Darbar | UAE,7760,4.9,Gurudwara,55.1133125,25.0273125
Dubai,The Light Room,1,3,Tourist attraction,55.2775625,25.1995625
Dubai,Under Bridge Beach,,,Tourist attraction,,
Dubai,Covent Garden Market Dubai,18,4.2,Market operator,,
Dubai,The View at the Palm,3579,4.7,Tourist attraction,55.1398125,25.1136875
Dubai,Uz khalifa street's,1,5,Tourist attraction,55.2715625,25.1995625
Dubai,Waterfall Bridge Over Dubai Creek,2,5,Tourist attraction,,
Dubai,Water fountain dubai mall,13,4.8,Tourist attraction,55.2769375,25.1959375
Dubai,Mall of the Emirates,106697,4.6,Shopping mall,55.2005625,25.1180625
Dubai,Heritage Village,1461,4.3,Heritage museum,55.2911875,25.2699375
Dubai,Dubai Access,1,5,Tourist attraction,55.2708125,25.2048125
Dubai,Dubai marina  ,1,5,Tourist attraction,,
Dubai,Dubai Canal Public Beach,1,4,Tourist attraction,,
Dubai,Desert Safari Dubai,6,4.3,Tourist attraction,55.2491875,25.1735625
Dubai,Columbia Pictures Dubai,93,4.5,Theme park,,
Dubai,Xtreme Wake Dubai Marina,87,4,Tourist attraction,55.1314375,25.0689375
Dubai,Dubai Harbour View Point,,,Tourist attraction,,
Dubai,Reyween's Hood,4,5,Tourist attraction,,
Dubai,Dubai Gold Souk Starting Point For Tourist People,7,4.7,Tourist attraction,55.2983125,25.2708125
Dubai,Dandelion light sculpture,,,Tourist attraction,,
Dubai,BOUNCE Al Quoz,2542,4.3,Sports complex,55.2224375,25.1434375
Dubai,Desert Safari Dubai - Dune Buggy,3,5,Tourist attraction,55.1914375,25.0651875
Dubai,Dubai Miracle Garden,56792,4.6,Garden,55.2444375,25.0600625
Dubai,Smoking & Vape area - Legoland Dubai,1,5,Tourist attraction,,
Dubai,safaarati,,,Tourist attraction,,
Dubai,Dubai Tour - Creek Boat Tour - Big Bus,2,4.5,Tourist attraction,,
Dubai,Dubai Polo & Equestrian Club,2204,4.4,Equestrian club,55.2533125,25.0379375
Dubai,Infinity des Lumires,559,4.5,Art museum,55.2803125,25.1975625
Dubai,Dubai Harbour Sightseeing,2,5,Tourist attraction,,
Dubai,Dubai Community Theatre & Arts Centre,214,4.3,Tourist attraction,55.1993125,25.1176875
Dubai,Dubai Hills Park - Emaar,479,4.6,Park,55.2476875,25.1105625
Dubai,travel agent,,,Tourist attraction,55.2708125,25.2048125
Dubai,Desert Safari of Dubai,1,5,Tourist attraction,,
Dubai,Chess Drive Desert Safari Dubai,5,5,Tourist attraction,55.2708125,25.2048125
Dubai,Moving Theatre 4D,,,Tourist attraction,,
Dubai,Fashion Avenue Park,12,4.4,Tourist attraction,,
Dubai,Dubai Indoor Kartdrome,1138,4.4,Go-kart track,55.2376875,25.0441875
Dubai,Ain Dubai by Dubai Holding,12194,4.7,Tourist attraction,55.1238125,25.0799375
Dubai,Dubai Desert Safari,,,Tourist attraction,55.4098125,25.2779375
Dubai,DM-yachts,3,5,Tourist attraction,55.1476875,25.0839375
New York City,Rockefeller Center,149435,4.7,Historical landmark,-73.97875,40.75875
New York City,All NYC Yachts,7,4.1,Boat rental service,-73.986688,40.7856875
New York City,One World Observatory,16350,4.7,Tourist attraction,-74.013188,40.7130625
New York City,Top of The Rock,45310,4.7,Observation deck,-73.979438,40.7593125
New York City,Bryant Park,73561,4.7,Park,-73.983188,40.7535625
New York City,Times Square,183088,4.7,Plaza,-73.985563,40.7579375
New York City,Central Park,241005,4.8,Park,-73.966563,40.7811875
New York City,Edge,7374,4.6,Tourist attraction,-74.000938,40.7540625
New York City,The National September 11 Memorial Museum,3061,4.8,Museum,-74.012438,40.7114375
New York City,American Museum of Natural History,15292,4.6,Natural history museum,-73.973937,40.7813125
New York City,The High Line,48964,4.7,Park,-74.004813,40.7479375
New York City,The Metropolitan Museum of Art,70172,4.8,Art museum,-73.963188,40.7794375
New York City,Intrepid Sea Air & Space Museum,32153,4.6,Museum,-73.999563,40.7645625
New York City,Flatiron Building,11032,4.6,Tourist attraction,-73.989688,40.7410625
New York City,Empire State Building,83723,4.7,Tourist attraction,-73.985688,40.7484375
New York City,SUMMIT One Vanderbilt,2893,4.4,Tourist attraction,-73.978688,40.7528125
New York City,Statue of Liberty,85118,4.7,Historical landmark,-74.044563,40.6891875
New York City,St Patrick's Cathedral,31581,4.8,Cathedral,-73.976188,40.7585625
New York City,Brooklyn Bridge,59182,4.8,Bridge,-73.996813,40.7060625
New York City,New-York Historical Society,462,4.5,Museum,-73.973937,40.7793125
New York City,SPYSCAPE,3341,4.5,Museum,-73.983688,40.7653125
New York City,Washington Square Park,22439,4.6,Park,-73.997313,40.7309375
New York City,The Battery,57585,4.6,Park,-74.015313,40.7029375
New York City,Madame Tussauds New York,21552,4.4,Tourist attraction,-73.988813,40.7564375
New York City,Tenement Museum,3804,4.6,History museum,-73.990063,40.7188125
New York City,Solomon R Guggenheim Museum,18443,4.4,Modern art museum,-73.958937,40.7829375
New York City,RiseNY,631,4.7,Museum,-73.985188,40.7575625
New York City,Museum of the City of New York,4385,4.5,Local history museum,-73.951938,40.7924375
New York City,Brookfield Place,17145,4.6,Shopping mall,-74.015313,40.7126875
New York City,The Channel Gardens,218,4.6,Tourist attraction,-73.978063,40.7585625
New York City,Whitney Museum of American Art,10430,4.5,Modern art museum,-74.008812,40.7395625
New York City,Pulitzer Fountain,254,4.5,Historical landmark,-73.973563,40.7640625
New York City,Central Park Zoo,20175,4.4,Zoo,-73.971813,40.7678125
New York City,The Museum of Modern Art,40206,4.6,Modern art museum,-73.977563,40.7614375
New York City,Prospect Park,23033,4.7,Park,-73.968938,40.6601875
New York City,Cherry Hill,264,4.5,Scenic spot,-73.972687,40.7746875
New York City,Belvedere Castle,4833,4.4,Castle,-73.969063,40.7794375
New York City,Radio City Music Hall,19491,4.7,Performing arts theater,-73.979938,40.7599375
New York City,South Street Seaport Museum,136,4.1,Maritime museum,-74.003688,40.7064375
New York City,Chrysler Building,4753,4.6,Tourist attraction,-73.975563,40.7515625
New York City,Grand Central Terminal,5938,4.7,Train station,-73.977188,40.7526875
New York City,Fotografiska Museum,865,4.5,Museum,-73.986688,40.7391875
Istanbul,Atik Valide Sbyan Mektebi,4,4.8,Historical landmark,29.0243125,41.0184375
New York City,The Ride NYC,2390,4.2,Tourist attraction,-73.989313,40.7571875
New York City,Strawberry Fields,8121,4.6,Tourist attraction,-73.974813,40.7758125
New York City,Federal Hall,2143,4.5,Museum,-74.010188,40.7074375
New York City,National Museum of the American Indian,4182,4.5,Museum,-74.013688,40.7039375
New York City,General Grant National Memorial,1052,4.5,National park,-73.963063,40.8134375
New York City,Brooklyn Museum,8875,4.7,Art museum,-73.96375,40.67125
New York City,New York Transit Museum,4115,4.6,Museum,-73.990063,40.6905625
New York City,Madison Square Garden,28678,4.7,Arena,-73.993438,40.7505625
New York City,Williamsburg Bridge,1315,4.5,Bridge,-73.971938,40.7135625
New York City,Color Factory New York,2847,4.5,Modern art museum,-74.005312,40.7258125
New York City,Manhattan Bridge,5193,4.6,Bridge,-73.990813,40.7074375
New York City,MoMA PS1,2512,4.4,Modern art museum,-73.947313,40.7454375
New York City,Hallett Nature Sanctuary,195,4.7,Nature preserve,-73.975063,40.7666875
New York City,Children's Museum Of Manhattan,2202,4.2,Children's museum,-73.977313,40.7859375
New York City,The Seaport,2166,4.5,Historical landmark,-74.003312,40.7064375
New York City,Carnegie Hall,6737,4.7,Concert hall,-73.979938,40.7651875
New York City,The Met Cloisters,5993,4.8,Art museum,-73.931688,40.8648125
New York City,Circle Line Sightseeing Cruises,10457,4.5,Tourist attraction,-74.001063,40.7625625
New York City,Conservatory Water,220,4.6,Tourist attraction,-73.967063,40.7741875
New York City,Liberty Island,2550,4.6,Monument,-74.045313,40.6896875
New York City,Apollo Theater,6235,4.6,Performing arts theater,-73.950063,40.8100625
New York City,Teardrop Park,341,4.6,Park,-74.015563,40.7170625
New York City,African Burial Ground National Monument,557,4.7,National reserve,-74.004313,40.7145625
New York City,SeaGlass Carousel,863,4.5,Amusement park ride,-74.015063,40.7021875
New York City,Chelsea Market,40629,4.5,Market,-74.006188,40.7424375
New York City,Brooklyn Botanic Garden,10708,4.6,Botanical garden,-73.964938,40.6720625
New York City,Museum of the Moving Image,3520,4.6,Museum,-73.923938,40.7563125
New York City,Neue Galerie New York,2056,4.5,Art museum,-73.960313,40.7813125
New York City,Balto Statue,1847,4.7,Tourist attraction,-73.971063,40.7699375
New York City,Shakespeare Garden,375,4.7,Garden,-73.969938,40.7798125
New York City,Titanic Memorial Park,456,4.2,Park,-74.003688,40.7074375
New York City,New York Carl,18,5,Tourist attraction,-73.984188,40.7399375
New York City,New Museum,2247,4.1,Art museum,-73.992938,40.7223125
New York City,Museum of Chinese in America,763,4.4,History museum,-73.999063,40.7194375
New York City,Jane's Carousel,2419,4.7,Amusement park ride,-73.992438,40.7044375
New York City,Hudson River Park Trust,5856,4.7,Park,-74.011063,40.7330625
New York City,The Obelisk,348,4.7,Tourist attraction,-73.965438,40.7796875
New York City,Statue City Cruises Battery Park/ Liberty Island,2969,4.3,Tourist attraction,-74.016563,40.7034375
New York City,National Museum of Mathematics,2439,4.2,National museum,-73.987438,40.7431875
New York City,Rockefeller Park,2867,4.7,Park,-74.016813,40.7164375
New York City,AKC Museum of the Dog,335,4.4,Museum,-73.977813,40.7506875
New York City,Hope Sculpture,1197,4.5,Sculpture,-73.982063,40.7629375
New York City,The Skyscraper Museum,438,4,Museum,-74.017812,40.7056875
New York City,MUSEUM OF ICE CREAM,3106,4.2,Tourist attraction,-73.997938,40.7238125
New York City,Columbus Park,2767,4.3,Park,-74.000063,40.7155625
New York City,City Sightseeing New York,1641,3.8,Sightseeing tour agency,-74.000312,40.7596875
New York City,Carl Schurz Park,2819,4.7,Park,-73.943688,40.7751875
New York City,Yankee Stadium,43937,4.6,Stadium,-73.926188,40.8296875
New York City,New York Public Library - Stephen A Schwarzman Building,4108,4.7,Public library,-73.982313,40.7531875
New York City,Irish Hunger Memorial,609,4.7,Memorial park,-74.016313,40.7150625
New York City,Heckscher Playground,939,4.7,Playground,-73.977188,40.7684375
New York City,New York City Fire Museum,729,4.5,Museum,-74.006937,40.7255625
New York City,One World Trade Center,20563,4.7,Business center,-74.013438,40.7126875
New York City,FDNY Memorial Wall,347,4.8,Tourist attraction,-74.012563,40.7099375
New York City,Museum of Jewish Heritage  A Living Memorial to the Holocaust,1582,4.6,History museum,-74.01875,40.70625
New York City,Sakura Park,354,4.6,Park,-73.962188,40.8128125
New York City,Bowling Green,8894,4.5,Park,-74.013688,40.7049375
New York City,Greenacre Park,856,4.8,Park,-73.969313,40.7561875
New York City,Paley Park,568,4.5,Park,-73.975188,40.7601875
New York City,New York Pass,1124,4.2,Sightseeing tour agency,-73.983813,40.7598125
