name_en,date_inscribed,longitude,latitude,area_hectares,category,states_name_en,region_en
Cultural Landscape and Archaeological Remains of the Bamiyan Valley,2003,67.82525,34.84694,158.9265,Cultural,Afghanistan,Asia and the Pacific
Minaret and Archaeological Remains of Jam,2002,64.51588889,34.39641667,70,Cultural,Afghanistan,Asia and the Pacific
Historic Centres of Berat and Gjirokastra,2005,20.14083333,40.07416667,58.9,Cultural,Albania,Europe and North America
Butrint,1992,20.02095,39.745732,,Cultural,Albania,Europe and North America
Al Qal'a of Beni Hammad,1980,4.78684,35.81844,150,Cultural,Algeria,Arab States
Tassili n'Ajjer,1982,9,25.5,7200000,Mixed,Algeria,Arab States
M'Zab Valley,1982,3.68333,32.48333,665.03,Cultural,Algeria,Arab States
Djémila,1982,5.73667,36.32056,30.6,Cultural,Algeria,Arab States
Tipasa,1982,2.383333333,36.55,52.16,Cultural,Algeria,Arab States
Timgad,1982,6.468861111,35.48416667,90.54,Cultural,Algeria,Arab States
Kasbah of Algiers,1992,3.06028,36.78333,54.7,Cultural,Algeria,Arab States
Madriu-Perafita-Claror Valley,2004,1.595555556,42.49472222,4247,Cultural,Andorra,Europe and North America
"Mbanza Kongo, Vestiges of the Capital of the former Kingdom of Kongo",2017,14.24972222,-6.268888889,89.29,Cultural,Angola,Africa
Antigua Naval Dockyard and Related Archaeological Sites,2016,-61.76166667,17.00694444,255,Cultural,Antigua and Barbuda,Latin America and the Caribbean
Los Glaciares National Park,1981,-73.24944,-50,726927,Natural,Argentina,Latin America and the Caribbean
Iguazu National Park,1984,-54.286073,-25.577357,55000,Natural,Argentina,Latin America and the Caribbean
"Cueva de las Manos, Río Pinturas",1999,-70.66666667,-47.15,600,Cultural,Argentina,Latin America and the Caribbean
Península Valdés,1999,-64,-42.5,360000,Natural,Argentina,Latin America and the Caribbean
Ischigualasto / Talampaya Natural Parks,2000,-68,-30,275369,Natural,Argentina,Latin America and the Caribbean
Jesuit Block and Estancias of Córdoba,2000,-64.19111,-31.42056,38.12,Cultural,Argentina,Latin America and the Caribbean
Quebrada de Humahuaca,2003,-65.34886111,-23.19986111,172116.4375,Cultural,Argentina,Latin America and the Caribbean
Los Alerces National Park,2017,-71.8728,-42.8528,188379,Natural,Argentina,Latin America and the Caribbean
"ESMA Museum and Site of Memory – Former Clandestine Centre of Detention, Torture and Extermination",2023,-58.46533333,-34.53664167,0.907,Cultural,Argentina,Latin America and the Caribbean
Monasteries of Haghpat and Sanahin,1996,44.71028,41.095,2.65,Cultural,Armenia,Europe and North America
Monastery of Geghard and the Upper Azat Valley,2000,44.818525,40.140439,2.7,Cultural,Armenia,Europe and North America
Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots,2000,44.29514,40.15931,74.3,Cultural,Armenia,Europe and North America
Kakadu National Park,1981,132.8333333,-12.83333333,1980994.92,Mixed,Australia,Asia and the Pacific
Great Barrier Reef,1981,147.7,-18.28611111,34870000,Natural,Australia,Asia and the Pacific
Sydney Opera House,2007,151.2152778,-33.85666667,5.8,Cultural,Australia,Asia and the Pacific
Willandra Lakes Region,1981,143,-34,240000,Mixed,Australia,Asia and the Pacific
Tasmanian Wilderness,1982,146.2305556,-43.11847222,1584233,Mixed,Australia,Asia and the Pacific
Lord Howe Island Group,1982,159.0883333,-31.56555556,146300,Natural,Australia,Asia and the Pacific
Gondwana Rainforests of Australia,1986,150.05,-28.25,370000,Natural,Australia,Asia and the Pacific
Ulu<U>r</U>u-Kata Tju<U>t</U>a National Park,1987,131,-25.33333333,132566,Mixed,Australia,Asia and the Pacific
Wet Tropics of Queensland,1988,144.9666667,-15.65,893453,Natural,Australia,Asia and the Pacific
Heard and McDonald Islands,1997,73.5,-53.1,658903,Natural,Australia,Asia and the Pacific
"Shark Bay, Western Australia",1991,113.4361111,-25.48611111,2200902,Natural,Australia,Asia and the Pacific
Macquarie Island,1997,158.8955556,-54.59472222,557280,Natural,Australia,Asia and the Pacific
K’gari (Fraser Island),1992,153.1333333,-25.21666667,181851,Natural,Australia,Asia and the Pacific
Australian Fossil Mammal Sites (Riversleigh / Naracoorte),1994,138.7166667,-19.08333333,10326,Natural,Australia,Asia and the Pacific
Greater Blue Mountains Area,2000,150,-33.7,1032649,Natural,Australia,Asia and the Pacific
Purnululu National Park,2003,128.5,-17.5,239723,Natural,Australia,Asia and the Pacific
Royal Exhibition Building and Carlton Gardens,2004,144.9702778,-37.80611111,26,Cultural,Australia,Asia and the Pacific
Australian Convict Sites,2010,150.9944444,-33.37833333,1502.51,Cultural,Australia,Asia and the Pacific
Ningaloo Coast,2011,113.8102778,-22.5625,705015,Natural,Australia,Asia and the Pacific
Budj Bim Cultural Landscape,2019,141.8852778,-38.08111111,9935,Cultural,Australia,Asia and the Pacific
Murujuga Cultural Landscape,2025,116.6685278,-20.56502778,99.881,Cultural,Australia,Asia and the Pacific
Historic Centre of the City of Salzburg,1996,13.04333333,47.80055556,236,Cultural,Austria,Europe and North America
Semmering Railway,1998,15.82797222,47.64877778,156.18,Cultural,Austria,Europe and North America
Palace and Gardens of Schönbrunn,1996,16.31333333,48.18666667,186.28,Cultural,Austria,Europe and North America
Hallstatt-Dachstein / Salzkammergut Cultural Landscape,1997,13.64638889,47.55944444,28637,Cultural,Austria,Europe and North America
City of Graz – Historic Centre and Schloss Eggenberg,1999,15.43861111,47.07305556,91.094,Cultural,Austria,Europe and North America
Wachau Cultural Landscape,2000,15.43416667,48.36444444,18462,Cultural,Austria,Europe and North America
Historic Centre of Vienna,2001,16.3699,48.2094,371,Cultural,Austria,Europe and North America
Walled City of Baku with the Shirvanshah's Palace and Maiden Tower,2000,49.83333333,40.36666667,21.5,Cultural,Azerbaijan,Europe and North America
Gobustan Rock Art Cultural Landscape,2007,49.375,40.125,537.22,Cultural,Azerbaijan,Europe and North America
Historic Centre of Sheki with the Khan’s Palace,2019,47.1875,41.20333333,120.5,Cultural,Azerbaijan,Europe and North America
Cultural Landscape of Khinalig People and “Köç Yolu” Transhumance Route,2023,48.8854,40.7059,44829.41,Cultural,Azerbaijan,Europe and North America
Qal’at al-Bahrain – Ancient Harbour and Capital of Dilmun,2005,50.52722222,26.23306,70.4,Cultural,Bahrain,Arab States
"Pearling, Testimony of an Island Economy",2012,50.61351,26.24128,35086.81,Cultural,Bahrain,Arab States
Dilmun Burial Mounds,2019,50.51277778,26.14972222,168.45,Cultural,Bahrain,Arab States
Historic Mosque City of Bagerhat,1985,89.8,22.66667,0,Cultural,Bangladesh,Asia and the Pacific
Ruins of the Buddhist Vihara at Paharpur,1985,88.98333333,25.03333333,0,Cultural,Bangladesh,Asia and the Pacific
The Sundarbans,1997,89.18333,21.95,139500,Natural,Bangladesh,Asia and the Pacific
Historic Bridgetown and its Garrison,2011,-59.61388889,13.09666667,187,Cultural,Barbados,Latin America and the Caribbean
Mir Castle Complex,2000,26.47272222,53.45108333,27,Cultural,Belarus,Europe and North America
"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",2005,26.69139,53.22278,0,Cultural,Belarus,Europe and North America
Flemish Béguinages,1998,4.47375,51.03097222,59.95,Cultural,Belgium,Europe and North America
"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",1998,4.13722,50.48111,67.3436,Cultural,Belgium,Europe and North America
"La Grand-Place, Brussels",1998,4.35242,50.84668,1.48,Cultural,Belgium,Europe and North America
Historic Centre of Brugge,2000,3.22527,51.20891,410,Cultural,Belgium,Europe and North America
Major Town Houses of the Architect Victor Horta (Brussels),2000,4.36223,50.82806,0,Cultural,Belgium,Europe and North America
Neolithic Flint Mines at Spiennes (Mons),2000,3.982268911,50.42011348,172,Cultural,Belgium,Europe and North America
Notre-Dame Cathedral in Tournai,2000,3.38926,50.60603,0.4963,Cultural,Belgium,Europe and North America
Plantin-Moretus House-Workshops-Museum Complex,2005,4.39778,51.21833,0.23,Cultural,Belgium,Europe and North America
Stoclet House,2009,4.416111111,50.835,0.86,Cultural,Belgium,Europe and North America
Major Mining Sites of Wallonia,2012,3.838333333,50.43527778,118.07,Cultural,Belgium,Europe and North America
Belize Barrier Reef Reserve System,1996,-87.846213,17.190549,96300,Natural,Belize,Latin America and the Caribbean
Royal Palaces of Abomey,1985,1.983333333,7.183333333,47.6,Cultural,Benin,Africa
City of Potosí,1987,-65.749813,-19.599112,2211,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean
Jesuit Missions of the Chiquitos,1990,-60.5,-16,0,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean
Historic City of Sucre,1991,-65.259592,-19.04799,0,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean
Tiwanaku: Spiritual and Political Centre of the Tiwanaku Culture,2000,-68.673278,-16.555003,71.5,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean
Fuerte de Samaipata,1998,-63.820485,-18.178323,0,Cultural,Bolivia (Plurinational State of),Latin America and the Caribbean
Noel Kempff Mercado National Park,2000,-60.86667,-14.26667,1523446,Natural,Bolivia (Plurinational State of),Latin America and the Caribbean
Old Bridge Area of the Old City of Mostar,2005,17.815,43.33730556,7.6,Cultural,Bosnia and Herzegovina,Europe and North America
Mehmed Paša Sokolović Bridge in Višegrad,2007,19.288025,43.78144444,1.5,Cultural,Bosnia and Herzegovina,Europe and North America
"Vjetrenica Cave, Ravno",2024,17.98888889,42.845,413.97,Natural,Bosnia and Herzegovina,Europe and North America
Tsodilo,2001,21.73333333,-18.75,4800,Cultural,Botswana,Africa
Okavango Delta,2014,22.9,-19.28333333,2023590,Natural,Botswana,Africa
Historic Town of Ouro Preto,1980,-43.50555556,-20.38888889,167.8,Cultural,Brazil,Latin America and the Caribbean
Historic Centre of the Town of Olinda,1982,-34.845,-8.013333333,190.9,Cultural,Brazil,Latin America and the Caribbean
Historic Centre of Salvador de Bahia,1985,-38.512981,-12.972917,200,Cultural,Brazil,Latin America and the Caribbean
Sanctuary of Bom Jesus do Congonhas,1985,-43.860806,-20.508201,2.19,Cultural,Brazil,Latin America and the Caribbean
Iguaçu National Park,1986,-53.80014444,-25.44814722,169695.88,Natural,Brazil,Latin America and the Caribbean
Brasilia,1987,-47.9,-15.78333,11268.92,Cultural,Brazil,Latin America and the Caribbean
Serra da Capivara National Park,1991,-42.652436,-8.718634,130600,Cultural,Brazil,Latin America and the Caribbean
Historic Centre of São Luís,1997,-44.303369,-2.530054,66.65,Cultural,Brazil,Latin America and the Caribbean
Historic Centre of the Town of Diamantina,1999,-43.59768,-18.244776,28.5,Cultural,Brazil,Latin America and the Caribbean
Discovery Coast Atlantic Forest Reserves,1999,-39.25,-16.5,111930,Natural,Brazil,Latin America and the Caribbean
Atlantic Forest South-East Reserves,1999,-48,-24.16667,468193,Natural,Brazil,Latin America and the Caribbean
Historic Centre of the Town of Goiás,2001,-50.140164,-15.934231,40.3,Cultural,Brazil,Latin America and the Caribbean
Central Amazon Conservation Complex,2000,-62.00833333,-2.333333333,5232018,Natural,Brazil,Latin America and the Caribbean
Pantanal Conservation Area,2000,-57.359,-17.656,187818,Natural,Brazil,Latin America and the Caribbean
Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves,2001,-32.42511111,-3.857944444,43270,Natural,Brazil,Latin America and the Caribbean
Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks,2001,-47.68461111,-14.00569444,381430,Natural,Brazil,Latin America and the Caribbean
Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea,2012,-43.29138889,-22.94777778,7248.78,Cultural,Brazil,Latin America and the Caribbean
São Francisco Square in the Town of São Cristóvão,2010,-37.20537476,-11.01365544,3,Cultural,Brazil,Latin America and the Caribbean
Paraty and Ilha Grande – Culture and Biodiversity,2019,-44.68536944,-23.01860556,173164.18,Mixed,Brazil,Latin America and the Caribbean
Pampulha Modern Ensemble,2016,-43.97361111,-19.85194444,154,Cultural,Brazil,Latin America and the Caribbean
Valongo Wharf Archaeological Site,2017,-43.18739444,-22.89711111,0.3895,Cultural,Brazil,Latin America and the Caribbean
Lençóis Maranhenses National Park,2024,-43.06361111,-2.536666667,156562,Natural,Brazil,Latin America and the Caribbean
Sítio Roberto Burle Marx,2021,-43.54622222,-23.02237778,40.53,Cultural,Brazil,Latin America and the Caribbean
Peruaçu River Canyon,2025,-44.20833333,-15.075,38003,Natural,Brazil,Latin America and the Caribbean
Boyana Church,1979,23.26618278,42.64463194,0.68,Cultural,Bulgaria,Europe and North America
Madara Rider,1979,27.118894,43.277375,1.2,Cultural,Bulgaria,Europe and North America
Thracian Tomb of Kazanlak,1979,25.399172,42.625774,0.0155,Cultural,Bulgaria,Europe and North America
Rock-Hewn Churches of Ivanovo,1979,25.987893,43.694858,171.9,Cultural,Bulgaria,Europe and North America
Rila Monastery,1983,23.340187,42.133298,10.7,Cultural,Bulgaria,Europe and North America
Ancient City of Nessebar,1983,27.73602778,42.65911111,34.71,Cultural,Bulgaria,Europe and North America
Srebarna Nature Reserve,1983,27.07806,44.11444,638,Natural,Bulgaria,Europe and North America
Pirin National Park,1983,23.43047222,41.74272222,38350.04,Natural,Bulgaria,Europe and North America
Thracian Tomb of Sveshtari,1985,26.66667,43.66667,647.6,Cultural,Bulgaria,Europe and North America
Ruins of Loropéni,2009,-3.583333333,10.25,1.113,Cultural,Burkina Faso,Africa
Ancient Ferrous Metallurgy Sites of Burkina Faso,2019,-3.328986111,12.58775833,122.3,Cultural,Burkina Faso,Africa
Royal Court of Tiébélé,2024,-0.961861111,11.08922222,1.84,Cultural,Burkina Faso,Africa
"Cidade Velha, Historic Centre of Ribeira Grande",2009,-23.60519444,14.91513889,209.1,Cultural,Cabo Verde,Africa
Angkor,1992,103.8333333,13.43333333,40100,Cultural,Cambodia,Asia and the Pacific
Temple of Preah Vihear,2008,104.6838889,14.38833333,154.7,Cultural,Cambodia,Asia and the Pacific
"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura",2017,105.0430556,12.8725,840.03,Cultural,Cambodia,Asia and the Pacific
Koh Ker: Archaeological Site of Ancient Lingapura or Chok Gargyar,2023,104.5372222,13.78305556,1187.61,Cultural,Cambodia,Asia and the Pacific
Cambodian Memorial Sites: From centres of repression to places of peace and reflection,2025,104.384814,11.77016,3.9,Cultural,Cambodia,Asia and the Pacific
Dja Faunal Reserve,1987,12.983,3.125,526000,Natural,Cameroon,Africa
Diy-Gid-Biy Cultural Landscape of the Mandara Mountains,2025,13.79555556,10.90333333,2500,Cultural,Cameroon,Africa
L’Anse aux Meadows National Historic Site,1978,-55.55,51.58472222,7991,Cultural,Canada,Europe and North America
Nahanni National Park,1978,-125.5894444,61.54722222,476560,Natural,Canada,Europe and North America
Dinosaur Provincial Park,1979,-111.4922222,50.76777778,7825,Natural,Canada,Europe and North America
S<U>G</U>ang Gwaay,1981,-131.2202778,52.095,0,Cultural,Canada,Europe and North America
Head-Smashed-In Buffalo Jump,1981,-113.6520528,49.70840556,3626,Cultural,Canada,Europe and North America
Wood Buffalo National Park,1983,-112.2933333,59.35833333,4480000,Natural,Canada,Europe and North America
Historic District of Old Québec,1985,-71.21055556,46.80944444,135,Cultural,Canada,Europe and North America
Canadian Rocky Mountain Parks,1984,-116.4797222,51.42472222,2360000,Natural,Canada,Europe and North America
Gros Morne National Park,1987,-57.53138889,49.6125,180500,Natural,Canada,Europe and North America
Miguasha National Park,1999,-66.35305556,48.105,87.3,Natural,Canada,Europe and North America
Old Town Lunenburg,1995,-64.30916667,44.37611111,33.85,Cultural,Canada,Europe and North America
Rideau Canal,2007,-75.765125,44.99438611,21454.81,Cultural,Canada,Europe and North America
Joggins Fossil Cliffs,2008,-64.43583333,45.70972222,689,Natural,Canada,Europe and North America
Landscape of Grand Pré,2012,-64.30722222,45.11833333,1323.24,Cultural,Canada,Europe and North America
Red Bay Basque Whaling Station,2013,-56.42952222,51.726925,312.973,Cultural,Canada,Europe and North America
Pimachiowin Aki,2018,-95.41127778,51.82641667,2904000,Mixed,Canada,Europe and North America
Mistaken Point,2016,-53.21111111,46.635,146,Natural,Canada,Europe and North America
Tr’ondëk-Klondike,2023,-139.4399472,64.05034722,334.54,Cultural,Canada,Europe and North America
Writing-on-Stone / Áísínai’pi,2019,-111.6333333,49.075,1106,Cultural,Canada,Europe and North America
Anticosti,2023,-63.24527778,49.53861111,18240,Natural,Canada,Europe and North America
Manovo-Gounda St Floris National Park,1988,21.5,9,1740000,Natural,Central African Republic,Africa
Lakes of Ounianga,2012,20.50555556,19.055,62808,Natural,Chad,Africa
Ennedi Massif: Natural and Cultural Landscape,2016,21.86277778,17.04166667,2441200,Mixed,Chad,Africa
Rapa Nui National Park,1995,-109.365683,-27.074403,6666,Cultural,Chile,Latin America and the Caribbean
Historic Quarter of the Seaport City of Valparaíso,2003,-71.628,-33.04063889,23.2,Cultural,Chile,Latin America and the Caribbean
Churches of Chiloé,2000,-73.76666667,-42.5,13.8977,Cultural,Chile,Latin America and the Caribbean
Humberstone and Santa Laura Saltpeter Works,2005,-69.79406,-20.20582,573.48,Cultural,Chile,Latin America and the Caribbean
Sewell Mining Town,2006,-70.38277778,-34.08444444,17.2,Cultural,Chile,Latin America and the Caribbean
Settlement and Artificial Mummification of the Chinchorro Culture in the Arica and Parinacota Region,2021,-70.32157222,-18.48196111,,Cultural,Chile,Latin America and the Caribbean
Mount Taishan,1987,117.1,36.26667,25000,Mixed,China,Asia and the Pacific
The Great Wall,1987,116.08333,40.41667,2151.55,Cultural,China,Asia and the Pacific
Imperial Palaces of the Ming and Qing Dynasties in Beijing and Shenyang,1987,123.4469444,41.79416667,84.96,Cultural,China,Asia and the Pacific
Mogao Caves,1987,94.81667,40.13333,23392,Cultural,China,Asia and the Pacific
Mausoleum of the First Qin Emperor,1987,109.259951,34.381311,244,Cultural,China,Asia and the Pacific
Peking Man Site at Zhoukoudian,1987,115.922702,39.689449,480,Cultural,China,Asia and the Pacific
Mount Huangshan,1990,118.155083,30.145333,16060,Mixed,China,Asia and the Pacific
Jiuzhaigou Valley Scenic and Historic Interest Area,1992,103.91667,33.08333,72000,Natural,China,Asia and the Pacific
Huanglong Scenic and Historic Interest Area,1992,103.82222,32.75417,60000,Natural,China,Asia and the Pacific
Wulingyuan Scenic and Historic Interest Area,1992,110.5,29.33333,26400,Natural,China,Asia and the Pacific
"Mountain Resort and its Outlying Temples, Chengde",1994,117.93833,40.98694,611.2,Cultural,China,Asia and the Pacific
Temple and Cemetery of Confucius and the Kong Family Mansion in Qufu,1994,116.994561,35.613215,183,Cultural,China,Asia and the Pacific
Ancient Building Complex in the Wudang Mountains,1994,111,32.46667,0,Cultural,China,Asia and the Pacific
"Historic Ensemble of the Potala Palace, Lhasa",1994,91.11717,29.65792,60.5,Cultural,China,Asia and the Pacific
Lushan National Park,1996,115.8666667,29.43333333,30200,Cultural,China,Asia and the Pacific
"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area",1996,103.76925,29.5449,15400,Mixed,China,Asia and the Pacific
Old Town of Lijiang,1997,100.23333,26.86667,145.6,Cultural,China,Asia and the Pacific
Ancient City of Ping Yao,1997,112.15444,37.20139,245.62,Cultural,China,Asia and the Pacific
Classical Gardens of Suzhou,1997,120.45,31.31666667,11.922,Cultural,China,Asia and the Pacific
"Summer Palace, an Imperial Garden in Beijing",1998,116.1411111,39.91055556,297,Cultural,China,Asia and the Pacific
Temple of Heaven: an Imperial Sacrificial Altar in Beijing,1998,116.4447222,39.84555556,215,Cultural,China,Asia and the Pacific
Mount Wuyi,1999,117.7252778,27.72638889,107044,Mixed,China,Asia and the Pacific
Dazu Rock Carvings,1999,105.705,29.70111,20.41,Cultural,China,Asia and the Pacific
Mount Qingcheng and the Dujiangyan Irrigation System,2000,103.60528,31.00167,0,Cultural,China,Asia and the Pacific
Ancient Villages in Southern Anhui – Xidi and Hongcun,2000,117.9875,29.90444444,52,Cultural,China,Asia and the Pacific
Longmen Grottoes,2000,112.4666667,34.46666667,331,Cultural,China,Asia and the Pacific
Imperial Tombs of the Ming and Qing Dynasties,2000,124.7938889,41.70722222,3434.9399,Cultural,China,Asia and the Pacific
Yungang Grottoes,2001,113.12222,40.10972,348.75,Cultural,China,Asia and the Pacific
Three Parallel Rivers of Yunnan Protected Areas,2003,98.40638889,27.895,,Natural,China,Asia and the Pacific
Historic Centre of Macao,2005,113.5364611,22.19129194,16.1678,Cultural,China,Asia and the Pacific
Cultural Landscape of Honghe Hani Rice Terraces,2013,102.7799806,23.09327778,16603.22,Cultural,China,Asia and the Pacific
Kaiping Diaolou and Villages,2007,112.5658611,22.28551944,371.948,Cultural,China,Asia and the Pacific
Fujian <em>Tulou</em>,2008,117.6858333,25.02305556,152.65,Cultural,China,Asia and the Pacific
Yin Xu,2006,114.3138889,36.12666667,414,Cultural,China,Asia and the Pacific
Capital Cities and Tombs of the Ancient Koguryo Kingdom,2004,126.1872222,41.15694444,4164.8599,Cultural,China,Asia and the Pacific
"Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains",2006,103,30.83333333,924500,Natural,China,Asia and the Pacific
South China Karst,2007,110.3544444,24.92333333,97125,Natural,China,Asia and the Pacific
Mount Wutai,2009,113.5633333,39.03055556,18415,Cultural,China,Asia and the Pacific
Mount Sanqingshan National Park,2008,118.0644444,28.91583333,22950,Natural,China,Asia and the Pacific
Historic Monuments of Dengfeng in “The Centre of Heaven and Earth”,2010,113.0677194,34.45874722,825,Cultural,China,Asia and the Pacific
West Lake Cultural Landscape of Hangzhou,2011,120.1408333,30.2375,3322.88,Cultural,China,Asia and the Pacific
China Danxia,2010,106.0425,28.42194444,82151,Natural,China,Asia and the Pacific
Chengjiang Fossil Site,2012,102.9772222,24.66888889,512,Natural,China,Asia and the Pacific
Site of Xanadu,2012,116.1851278,42.358,25131.27,Cultural,China,Asia and the Pacific
Xinjiang Tianshan,2013,80.35416667,41.96833333,606833,Natural,China,Asia and the Pacific
The Grand Canal,2014,112.4683333,34.69388889,20819.11,Cultural,China,Asia and the Pacific
Tusi Sites,2015,109.9669444,28.99861111,781.28,Cultural,China,Asia and the Pacific
Zuojiang Huashan Rock Art Cultural Landscape,2016,107.0230556,22.25555556,6621.6,Cultural,China,Asia and the Pacific
Hubei Shennongjia,2016,110.2077778,31.46972222,79624,Natural,China,Asia and the Pacific
Qinghai Hoh Xil,2017,92.43916667,35.38027778,3735632,Natural,China,Asia and the Pacific
"Kulangsu, a Historic International Settlement",2017,118.0619444,24.4475,316.2,Cultural,China,Asia and the Pacific
Fanjingshan,2018,108.68,27.89555556,40275,Natural,China,Asia and the Pacific
Quanzhou: Emporium of the World in Song-Yuan China,2021,118.4441667,24.71027778,536.08,Cultural,China,Asia and the Pacific
Archaeological Ruins of Liangzhu City,2019,119.9908333,30.39555556,1433.66,Cultural,China,Asia and the Pacific
Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China,2019,121.9993889,31.51291667,289710.94,Natural,China,Asia and the Pacific
Badain Jaran Desert - Towers of Sand and Lakes,2024,102.2894444,39.88972222,726291.41,Natural,China,Asia and the Pacific
Cultural Landscape of Old Tea Forests of the Jingmai Mountain in Pu’er,2023,100.0075,22.18416667,7167.89,Cultural,China,Asia and the Pacific
Beijing Central Axis: A Building Ensemble Exhibiting the Ideal Order of the Chinese Capital,2024,116.3913889,39.90722222,589,Cultural,China,Asia and the Pacific
